,icd_code,icd_code_desc,icd_code_desc_de
73769,F13,,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika
73770,F130,,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Akute Intoxikation [akuter Rausch]
73771,F131,,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Schädlicher Gebrauch
73772,F132,,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Abhängigkeitssyndrom
73773,F133,,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Entzugssyndrom
73774,F134,,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Entzugssyndrom mit Delir
73775,F135,,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Psychotische Störung
73776,F136,,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Amnestisches Syndrom
73777,F137,,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Restzustand und verzögert auftretende psychotische Störung
73778,F138,,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Sonstige psychische und Verhaltensstörungen
73779,F139,,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Nicht näher bezeichnete psychische und Verhaltensstörung
73780,F14,,Psychische und Verhaltensstörungen durch Kokain
73781,F140,,Psychische und Verhaltensstörungen durch Kokain: Akute Intoxikation [akuter Rausch]
73782,F141,,Psychische und Verhaltensstörungen durch Kokain: Schädlicher Gebrauch
73783,F142,,Psychische und Verhaltensstörungen durch Kokain: Abhängigkeitssyndrom
73784,F143,,Psychische und Verhaltensstörungen durch Kokain: Entzugssyndrom
73785,F144,,Psychische und Verhaltensstörungen durch Kokain: Entzugssyndrom mit Delir
73786,F145,,Psychische und Verhaltensstörungen durch Kokain: Psychotische Störung
73787,F146,,Psychische und Verhaltensstörungen durch Kokain: Amnestisches Syndrom
73788,F147,,Psychische und Verhaltensstörungen durch Kokain: Restzustand und verzögert auftretende psychotische Störung
73789,F148,,Psychische und Verhaltensstörungen durch Kokain: Sonstige psychische und Verhaltensstörungen
73790,F149,,Psychische und Verhaltensstörungen durch Kokain: Nicht näher bezeichnete psychische und Verhaltensstörung
73791,F15,,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein"
73792,F150,,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Akute Intoxikation [akuter Rausch]"
73793,F151,,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Schädlicher Gebrauch"
73794,F152,,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Abhängigkeitssyndrom"
73795,F153,,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Entzugssyndrom"
73796,F154,,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Entzugssyndrom mit Delir"
73797,F155,,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Psychotische Störung"
73798,F156,,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Amnestisches Syndrom"
73799,F157,,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Restzustand und verzögert auftretende psychotische Störung"
73800,F158,,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Sonstige psychische und Verhaltensstörungen"
73801,F159,,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Nicht näher bezeichnete psychische und Verhaltensstörung"
73802,F16,,Psychische und Verhaltensstörungen durch Halluzinogene
73803,F160,,Psychische und Verhaltensstörungen durch Halluzinogene: Akute Intoxikation [akuter Rausch]
73804,F161,,Psychische und Verhaltensstörungen durch Halluzinogene: Schädlicher Gebrauch
73805,F162,,Psychische und Verhaltensstörungen durch Halluzinogene: Abhängigkeitssyndrom
73806,F163,,Psychische und Verhaltensstörungen durch Halluzinogene: Entzugssyndrom
73807,F164,,Psychische und Verhaltensstörungen durch Halluzinogene: Entzugssyndrom mit Delir
73808,F165,,Psychische und Verhaltensstörungen durch Halluzinogene: Psychotische Störung
73809,F166,,Psychische und Verhaltensstörungen durch Halluzinogene: Amnestisches Syndrom
73810,F167,,Psychische und Verhaltensstörungen durch Halluzinogene: Restzustand und verzögert auftretende psychotische Störung
73811,F168,,Psychische und Verhaltensstörungen durch Halluzinogene: Sonstige psychische und Verhaltensstörungen
73812,F169,,Psychische und Verhaltensstörungen durch Halluzinogene: Nicht näher bezeichnete psychische und Verhaltensstörung
73813,F17,,Psychische und Verhaltensstörungen durch Tabak
73814,F170,,Psychische und Verhaltensstörungen durch Tabak: Akute Intoxikation [akuter Rausch]
73815,F171,,Psychische und Verhaltensstörungen durch Tabak: Schädlicher Gebrauch
73816,F172,,Psychische und Verhaltensstörungen durch Tabak: Abhängigkeitssyndrom
73817,F173,,Psychische und Verhaltensstörungen durch Tabak: Entzugssyndrom
73818,F174,,Psychische und Verhaltensstörungen durch Tabak: Entzugssyndrom mit Delir
73819,F175,,Psychische und Verhaltensstörungen durch Tabak: Psychotische Störung
73820,F176,,Psychische und Verhaltensstörungen durch Tabak: Amnestisches Syndrom
73821,F177,,Psychische und Verhaltensstörungen durch Tabak: Restzustand und verzögert auftretende psychotische Störung
73822,F178,,Psychische und Verhaltensstörungen durch Tabak: Sonstige psychische und Verhaltensstörungen
73823,F179,,Psychische und Verhaltensstörungen durch Tabak: Nicht näher bezeichnete psychische und Verhaltensstörung
73824,F18,,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel
73825,F180,,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Akute Intoxikation [akuter Rausch]
73826,F181,,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Schädlicher Gebrauch
73827,F182,,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Abhängigkeitssyndrom
73828,F183,,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Entzugssyndrom
73829,F184,,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Entzugssyndrom mit Delir
73830,F185,,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Psychotische Störung
73831,F186,,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Amnestisches Syndrom
73832,F187,,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Restzustand und verzögert auftretende psychotische Störung
73833,F188,,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Sonstige psychische und Verhaltensstörungen
73834,F189,,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Nicht näher bezeichnete psychische und Verhaltensstörung
73835,F19,,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen
73836,F190,,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Akute Intoxikation [akuter Rausch]
73837,F191,,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Schädlicher Gebrauch
73838,F192,,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Abhängigkeitssyndrom
73839,F193,,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Entzugssyndrom
73840,F194,,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Entzugssyndrom mit Delir
73841,F195,,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Psychotische Störung
73842,F196,,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Amnestisches Syndrom
73843,F197,,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Restzustand und verzögert auftretende psychotische Störung
73844,F198,,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Sonstige psychische und Verhaltensstörungen
73845,F199,,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Nicht näher bezeichnete psychische und Verhaltensstörung
73846,F20,,Schizophrenie
73847,F204,,Postschizophrene Depression
73848,F206,,Schizophrenia simplex
73849,F208,,Sonstige Schizophrenie
73850,F220,,Wahnhafte Störung
73851,F228,,Sonstige anhaltende wahnhafte Störungen
73852,F229,,"Anhaltende wahnhafte Störung, nicht näher bezeichnet"
73853,F230,,Akute polymorphe psychotische Störung ohne Symptome einer Schizophrenie
73854,F231,,Akute polymorphe psychotische Störung mit Symptomen einer Schizophrenie
73855,F232,,Akute schizophreniforme psychotische Störung
73856,F233,,Sonstige akute vorwiegend wahnhafte psychotische Störungen
73857,F238,,Sonstige akute vorübergehende psychotische Störungen
73858,F239,,"Akute vorübergehende psychotische Störung, nicht näher bezeichnet"
73859,F25,,Schizoaffektive Störungen
73860,F252,,Gemischte schizoaffektive Störung
73861,F30,,Manische Episode
73862,F300,,Hypomanie
73863,F301,,Manie ohne psychotische Symptome
73864,F31,,Bipolare affektive Störung
73865,F311,,"Bipolare affektive Störung, gegenwärtig manische Episode ohne psychotische Symptome"
73866,F313,,"Bipolare affektive Störung, gegenwärtig leichte oder mittelgradige depressive Episode"
73867,F316,,"Bipolare affektive Störung, gegenwärtig gemischte Episode"
73868,F317,,"Bipolare affektive Störung, gegenwärtig remittiert"
73869,F318,,Sonstige bipolare affektive Störungen
73870,F32,,Depressive Episode
73871,F328,,Sonstige depressive Episoden
73872,F33,,Rezidivierende depressive Störung
73873,F334,,"Rezidivierende depressive Störung, gegenwärtig remittiert"
73874,F34,,Anhaltende affektive Störungen
73875,F348,,Sonstige anhaltende affektive Störungen
73876,F38,,Andere affektive Störungen
73877,F380,,Andere einzelne affektive Störungen
73878,F381,,Andere rezidivierende affektive Störungen
73879,F388,,Sonstige näher bezeichnete affektive Störungen
73880,F40,,Phobische Störungen
73881,F400,,Agoraphobie
73882,F401,,Soziale Phobien
73883,F402,,Spezifische (isolierte) Phobien
73884,F41,,Andere Angststörungen
73885,F412,,"Angst und depressive Störung, gemischt"
73886,F42,,Zwangsstörung
73887,F420,,Vorwiegend Zwangsgedanken oder Grübelzwang
73888,F421,,Vorwiegend Zwangshandlungen [Zwangsrituale]
73889,F43,,Reaktionen auf schwere Belastungen und Anpassungsstörungen
73890,F431,,Posttraumatische Belastungsstörung
73891,F432,,Anpassungsstörungen
73892,F44,,Dissoziative Störungen [Konversionsstörungen]
73893,F443,,Trance- und Besessenheitszustände
73894,F448,,Sonstige dissoziative Störungen [Konversionsstörungen]
73895,F4480,,Ganser-Syndrom
73896,F4482,,Transitorische dissoziative Störungen [Konversionsstörungen] in Kindheit und Jugend
73897,F4488,,Sonstige dissoziative Störungen [Konversionsstörungen]
73898,F45,,Somatoforme Störungen
73899,F452,,Hypochondrische Störung
73900,F453,,Somatoforme autonome Funktionsstörung
73901,F4530,,Somatoforme autonome Funktionsstörung: Herz und Kreislaufsystem
73902,F4531,,Somatoforme autonome Funktionsstörung: Oberes Verdauungssystem
73903,F4532,,Somatoforme autonome Funktionsstörung: Unteres Verdauungssystem
73904,F4533,,Somatoforme autonome Funktionsstörung: Atmungssystem
73905,F4534,,Somatoforme autonome Funktionsstörung: Urogenitalsystem
73906,F4537,,Somatoforme autonome Funktionsstörung: Mehrere Organe und Systeme
73907,F4538,,Somatoforme autonome Funktionsstörung: Sonstige Organe und Systeme
73908,F4539,,Somatoforme autonome Funktionsstörung: Nicht näher bezeichnetes Organ oder System
73909,F454,,Anhaltende Schmerzstörung
73910,F4540,,Anhaltende somatoforme Schmerzstörung
73911,F48,,Andere neurotische Störungen
73912,F480,,Neurasthenie
73913,F50,,Essstörungen
73914,F500,,Anorexia nervosa
73915,F5008,,Sonstige und nicht näher bezeichnete Anorexia nervosa
73916,F501,,Atypische Anorexia nervosa
73917,F503,,Atypische Bulimia nervosa
73918,F504,,Essattacken bei anderen psychischen Störungen
73919,F505,,Erbrechen bei anderen psychischen Störungen
73920,F508,,Sonstige Essstörungen
73921,F51,,Nichtorganische Schlafstörungen
73922,F510,,Nichtorganische Insomnie
73923,F511,,Nichtorganische Hypersomnie
73924,F512,,Nichtorganische Störung des Schlaf-Wach-Rhythmus
73925,F52,,"Sexuelle Funktionsstörungen, nicht verursacht durch eine organische Störung oder Krankheit"
73926,F522,,Versagen genitaler Reaktionen
73927,F523,,Orgasmusstörung
73928,F527,,Gesteigertes sexuelles Verlangen
73929,F53,,"Psychische oder Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert"
73930,F538,,"Sonstige psychische und Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert"
73931,F539,,"Psychische Störung im Wochenbett, nicht näher bezeichnet"
73932,F55,,Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen
73933,F555,,Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen: Steroide und Hormone
73934,F556,,Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen: Pflanzen oder Naturheilmittel
73935,F559,,Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen: Nicht näher bezeichnete Substanz
73936,F60,,Spezifische Persönlichkeitsstörungen
73937,F6030,,Emotional instabile Persönlichkeitsstörung: Impulsiver Typ
73938,F6031,,Emotional instabile Persönlichkeitsstörung: Borderline-Typ
73939,F608,,Sonstige spezifische Persönlichkeitsstörungen
73940,F61,,Kombinierte und andere Persönlichkeitsstörungen
73941,F62,,"Andauernde Persönlichkeitsänderungen, nicht Folge einer Schädigung oder Krankheit des Gehirns"
73942,F620,,Andauernde Persönlichkeitsänderung nach Extrembelastung
73943,F621,,Andauernde Persönlichkeitsänderung nach psychischer Krankheit
73944,F628,,Sonstige andauernde Persönlichkeitsänderungen
73945,F6280,,Andauernde Persönlichkeitsänderung bei chronischem Schmerzsyndrom
73946,F6288,,Sonstige andauernde Persönlichkeitsänderungen
73947,F629,,"Andauernde Persönlichkeitsänderung, nicht näher bezeichnet"
73948,F63,,Abnorme Gewohnheiten und Störungen der Impulskontrolle
73949,F638,,Sonstige abnorme Gewohnheiten und Störungen der Impulskontrolle
73950,F64,,Störungen der Geschlechtsidentität
73951,F65,,Störungen der Sexualpräferenz
73952,F655,,Sadomasochismus
73953,F656,,Multiple Störungen der Sexualpräferenz
73954,F658,,Sonstige Störungen der Sexualpräferenz
73955,F660,,Sexuelle Reifungskrise
73956,F661,,Ichdystone Sexualorientierung
73957,F662,,Sexuelle Beziehungsstörung
73958,F668,,Sonstige psychische und Verhaltensstörungen in Verbindung mit der sexuellen Entwicklung und Orientierung
73959,F669,,"Psychische und Verhaltensstörung in Verbindung mit der sexuellen Entwicklung und Orientierung, nicht näher bezeichnet"
73960,F68,,Andere Persönlichkeits- und Verhaltensstörungen
73961,F680,,Entwicklung körperlicher Symptome aus psychischen Gründen
73962,F681,,Artifizielle Störung [absichtliches Erzeugen oder Vortäuschen von körperlichen oder psychischen Symptomen oder Behinderungen]
73963,F700,,Leichte Intelligenzminderung: Keine oder geringfügige Verhaltensstörung
73964,F701,,"Leichte Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert"
73965,F708,,Leichte Intelligenzminderung: Sonstige Verhaltensstörung
73966,F709,,Leichte Intelligenzminderung: Ohne Angabe einer Verhaltensstörung
73967,F710,,Mittelgradige Intelligenzminderung: Keine oder geringfügige Verhaltensstörung
73968,F711,,"Mittelgradige Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert"
73969,F718,,Mittelgradige Intelligenzminderung: Sonstige Verhaltensstörung
73970,F719,,Mittelgradige Intelligenzminderung: Ohne Angabe einer Verhaltensstörung
73971,F720,,Schwere Intelligenzminderung: Keine oder geringfügige Verhaltensstörung
73972,F721,,"Schwere Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert"
73973,F728,,Schwere Intelligenzminderung: Sonstige Verhaltensstörung
73974,F729,,Schwere Intelligenzminderung: Ohne Angabe einer Verhaltensstörung
73975,F730,,Schwerste Intelligenzminderung: Keine oder geringfügige Verhaltensstörung
73976,F731,,"Schwerste Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert"
73977,F738,,Schwerste Intelligenzminderung: Sonstige Verhaltensstörung
73978,F739,,Schwerste Intelligenzminderung: Ohne Angabe einer Verhaltensstörung
73979,F74,,Dissoziierte Intelligenz
73980,F740,,Dissoziierte Intelligenz: Keine oder geringfügige Verhaltensstörung
73981,F741,,"Dissoziierte Intelligenz: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert"
73982,F748,,Dissoziierte Intelligenz: Sonstige Verhaltensstörung
73983,F749,,Dissoziierte Intelligenz: Ohne Angabe einer Verhaltensstörung
73984,F780,,Andere Intelligenzminderung: Keine oder geringfügige Verhaltensstörung
73985,F781,,"Andere Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert"
73986,F788,,Andere Intelligenzminderung: Sonstige Verhaltensstörung
73987,F789,,Andere Intelligenzminderung: Ohne Angabe einer Verhaltensstörung
73988,F790,,Nicht näher bezeichnete Intelligenzminderung: Keine oder geringfügige Verhaltensstörung
73989,F791,,"Nicht näher bezeichnete Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert"
