,icd_code,icd_code_desc_de
2676,E848,Zystische Fibrose mit sonstigen Manifestationen
2677,E8480,Zystische Fibrose mit Lungen- und Darm-Manifestation
2678,E8487,Zystische Fibrose mit sonstigen multiplen Manifestationen
2679,E8488,Zystische Fibrose mit sonstigen Manifestationen
2680,E849,"Zystische Fibrose, nicht näher bezeichnet"
2681,E85,Amyloidose
2682,E850,Nichtneuropathische heredofamiliäre Amyloidose
2683,E851,Neuropathische heredofamiliäre Amyloidose
2684,E852,"Heredofamiliäre Amyloidose, nicht näher bezeichnet"
2685,E853,Sekundäre systemische Amyloidose
2686,E854,Organbegrenzte Amyloidose
2687,E858,Sonstige Amyloidose
2688,E859,"Amyloidose, nicht näher bezeichnet"
2689,E86,Volumenmangel
2690,E87,Sonstige Störungen des Wasser- und Elektrolythaushaltes sowie des Säure-Basen-Gleichgewichts
2691,E870,Hyperosmolalität und Hypernatriämie
2692,E871,Hypoosmolalität und Hyponatriämie
2693,E872,Azidose
2694,E873,Alkalose
2695,E874,Gemischte Störung des Säure-Basen-Gleichgewichts
2696,E875,Hyperkaliämie
2697,E876,Hypokaliämie
2698,E877,Flüssigkeitsüberschuss
2699,E878,"Sonstige Störungen des Wasser- und Elektrolythaushaltes, anderenorts nicht klassifiziert"
2700,E88,Sonstige Stoffwechselstörungen
2701,E880,"Störungen des Plasmaprotein-Stoffwechsels, anderenorts nicht klassifiziert"
2702,E881,"Lipodystrophie, anderenorts nicht klassifiziert"
2703,E882,"Lipomatose, anderenorts nicht klassifiziert"
2704,E8820,"Lipödem, Stadium I"
2705,E8821,"Lipödem, Stadium II"
2706,E8822,"Lipödem, Stadium III"
2707,E8828,Sonstiges oder nicht näher bezeichnetes Lipödem
2708,E8829,"Sonstige Lipomatose, anderenorts nicht klassifiziert"
2709,E883,Tumorlyse-Syndrom
2710,E888,Sonstige näher bezeichnete Stoffwechselstörungen
2711,E889,"Stoffwechselstörung, nicht näher bezeichnet"
2712,E89,"Endokrine und Stoffwechselstörungen nach medizinischen Maßnahmen, anderenorts nicht klassifiziert"
2713,E890,Hypothyreose nach medizinischen Maßnahmen
2714,E891,Hypoinsulinämie nach medizinischen Maßnahmen
2715,E892,Hypoparathyreoidismus nach medizinischen Maßnahmen
2716,E893,Hypopituitarismus nach medizinischen Maßnahmen
2717,E894,Ovarialinsuffizienz nach medizinischen Maßnahmen
2718,E895,Testikuläre Unterfunktion nach medizinischen Maßnahmen
2719,E896,Nebennierenrinden- (Nebennierenmark-) Unterfunktion nach medizinischen Maßnahmen
2720,E898,Sonstige endokrine oder Stoffwechselstörungen nach medizinischen Maßnahmen
2721,E899,"Endokrine oder Stoffwechselstörung nach medizinischen Maßnahmen, nicht näher bezeichnet"
2722,E90,Ernährungs- und Stoffwechselstörungen bei anderenorts klassifizierten Krankheiten
2723,F00,Demenz bei Alzheimer-Krankheit
2724,F000,"Demenz bei Alzheimer-Krankheit, mit frühem Beginn (Typ 2)"
2725,F001,"Demenz bei Alzheimer-Krankheit, mit spätem Beginn (Typ 1)"
2726,F002,"Demenz bei Alzheimer-Krankheit, atypische oder gemischte Form"
2727,F009,"Demenz bei Alzheimer-Krankheit, nicht näher bezeichnet"
2728,F01,Vaskuläre Demenz
2729,F010,Vaskuläre Demenz mit akutem Beginn
2730,F011,Multiinfarkt-Demenz
2731,F012,Subkortikale vaskuläre Demenz
2732,F013,Gemischte kortikale und subkortikale vaskuläre Demenz
2733,F018,Sonstige vaskuläre Demenz
2734,F019,"Vaskuläre Demenz, nicht näher bezeichnet"
2735,F02,Demenz bei anderenorts klassifizierten Krankheiten
2736,F020,Demenz bei Pick-Krankheit
2737,F021,Demenz bei Creutzfeldt-Jakob-Krankheit
2738,F022,Demenz bei Chorea Huntington
2739,F023,Demenz bei primärem Parkinson-Syndrom
2740,F024,Demenz bei HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]
2741,F028,Demenz bei anderenorts klassifizierten Krankheitsbildern
2742,F03,Nicht näher bezeichnete Demenz
2743,F04,"Organisches amnestisches Syndrom, nicht durch Alkohol oder andere psychotrope Substanzen bedingt"
2744,F05,"Delir, nicht durch Alkohol oder andere psychotrope Substanzen bedingt"
2745,F050,Delir ohne Demenz
2746,F051,Delir bei Demenz
2747,F058,Sonstige Formen des Delirs
2748,F059,"Delir, nicht näher bezeichnet"
2749,F06,Andere psychische Störungen aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit
2750,F060,Organische Halluzinose
2751,F061,Organische katatone Störung
2752,F062,Organische wahnhafte [schizophreniforme] Störung
2753,F063,Organische affektive Störungen
2754,F064,Organische Angststörung
2755,F065,Organische dissoziative Störung
2756,F066,Organische emotional labile [asthenische] Störung
2757,F067,Leichte kognitive Störung
2758,F068,Sonstige näher bezeichnete organische psychische Störungen aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit
2759,F069,Nicht näher bezeichnete organische psychische Störung aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit
2760,F07,"Persönlichkeits- und Verhaltensstörung aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns"
2761,F070,Organische Persönlichkeitsstörung
2762,F071,Postenzephalitisches Syndrom
2763,F072,Organisches Psychosyndrom nach Schädelhirntrauma
2764,F078,"Sonstige organische Persönlichkeits- und Verhaltensstörungen aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns"
2765,F079,"Nicht näher bezeichnete organische Persönlichkeits- und Verhaltensstörung aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns"
2766,F09,Nicht näher bezeichnete organische oder symptomatische psychische Störung
2767,F10,Psychische und Verhaltensstörungen durch Alkohol
2768,F100,Psychische und Verhaltensstörungen durch Alkohol: Akute Intoxikation [akuter Rausch]
2769,F101,Psychische und Verhaltensstörungen durch Alkohol: Schädlicher Gebrauch
2770,F102,Psychische und Verhaltensstörungen durch Alkohol: Abhängigkeitssyndrom
2771,F103,Psychische und Verhaltensstörungen durch Alkohol: Entzugssyndrom
2772,F104,Psychische und Verhaltensstörungen durch Alkohol: Entzugssyndrom mit Delir
2773,F105,Psychische und Verhaltensstörungen durch Alkohol: Psychotische Störung
2774,F106,Psychische und Verhaltensstörungen durch Alkohol: Amnestisches Syndrom
2775,F107,Psychische und Verhaltensstörungen durch Alkohol: Restzustand und verzögert auftretende psychotische Störung
2776,F108,Psychische und Verhaltensstörungen durch Alkohol: Sonstige psychische und Verhaltensstörungen
2777,F109,Psychische und Verhaltensstörungen durch Alkohol: Nicht näher bezeichnete psychische und Verhaltensstörung
2778,F11,Psychische und Verhaltensstörungen durch Opioide
2779,F110,Psychische und Verhaltensstörungen durch Opioide: Akute Intoxikation [akuter Rausch]
2780,F111,Psychische und Verhaltensstörungen durch Opioide: Schädlicher Gebrauch
2781,F112,Psychische und Verhaltensstörungen durch Opioide: Abhängigkeitssyndrom
2782,F113,Psychische und Verhaltensstörungen durch Opioide: Entzugssyndrom
2783,F114,Psychische und Verhaltensstörungen durch Opioide: Entzugssyndrom mit Delir
2784,F115,Psychische und Verhaltensstörungen durch Opioide: Psychotische Störung
2785,F116,Psychische und Verhaltensstörungen durch Opioide: Amnestisches Syndrom
2786,F117,Psychische und Verhaltensstörungen durch Opioide: Restzustand und verzögert auftretende psychotische Störung
2787,F118,Psychische und Verhaltensstörungen durch Opioide: Sonstige psychische und Verhaltensstörungen
2788,F119,Psychische und Verhaltensstörungen durch Opioide: Nicht näher bezeichnete psychische und Verhaltensstörung
2789,F12,Psychische und Verhaltensstörungen durch Cannabinoide
2790,F120,Psychische und Verhaltensstörungen durch Cannabinoide: Akute Intoxikation [akuter Rausch]
2791,F121,Psychische und Verhaltensstörungen durch Cannabinoide: Schädlicher Gebrauch
2792,F122,Psychische und Verhaltensstörungen durch Cannabinoide: Abhängigkeitssyndrom
2793,F123,Psychische und Verhaltensstörungen durch Cannabinoide: Entzugssyndrom
2794,F124,Psychische und Verhaltensstörungen durch Cannabinoide: Entzugssyndrom mit Delir
2795,F125,Psychische und Verhaltensstörungen durch Cannabinoide: Psychotische Störung
2796,F126,Psychische und Verhaltensstörungen durch Cannabinoide: Amnestisches Syndrom
2797,F127,Psychische und Verhaltensstörungen durch Cannabinoide: Restzustand und verzögert auftretende psychotische Störung
2798,F128,Psychische und Verhaltensstörungen durch Cannabinoide: Sonstige psychische und Verhaltensstörungen
2799,F129,Psychische und Verhaltensstörungen durch Cannabinoide: Nicht näher bezeichnete psychische und Verhaltensstörung
2800,F13,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika
2801,F130,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Akute Intoxikation [akuter Rausch]
2802,F131,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Schädlicher Gebrauch
2803,F132,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Abhängigkeitssyndrom
2804,F133,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Entzugssyndrom
2805,F134,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Entzugssyndrom mit Delir
2806,F135,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Psychotische Störung
2807,F136,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Amnestisches Syndrom
2808,F137,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Restzustand und verzögert auftretende psychotische Störung
2809,F138,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Sonstige psychische und Verhaltensstörungen
2810,F139,Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Nicht näher bezeichnete psychische und Verhaltensstörung
2811,F14,Psychische und Verhaltensstörungen durch Kokain
2812,F140,Psychische und Verhaltensstörungen durch Kokain: Akute Intoxikation [akuter Rausch]
2813,F141,Psychische und Verhaltensstörungen durch Kokain: Schädlicher Gebrauch
2814,F142,Psychische und Verhaltensstörungen durch Kokain: Abhängigkeitssyndrom
2815,F143,Psychische und Verhaltensstörungen durch Kokain: Entzugssyndrom
2816,F144,Psychische und Verhaltensstörungen durch Kokain: Entzugssyndrom mit Delir
2817,F145,Psychische und Verhaltensstörungen durch Kokain: Psychotische Störung
2818,F146,Psychische und Verhaltensstörungen durch Kokain: Amnestisches Syndrom
2819,F147,Psychische und Verhaltensstörungen durch Kokain: Restzustand und verzögert auftretende psychotische Störung
2820,F148,Psychische und Verhaltensstörungen durch Kokain: Sonstige psychische und Verhaltensstörungen
2821,F149,Psychische und Verhaltensstörungen durch Kokain: Nicht näher bezeichnete psychische und Verhaltensstörung
2822,F15,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein"
2823,F150,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Akute Intoxikation [akuter Rausch]"
2824,F151,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Schädlicher Gebrauch"
2825,F152,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Abhängigkeitssyndrom"
2826,F153,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Entzugssyndrom"
2827,F154,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Entzugssyndrom mit Delir"
2828,F155,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Psychotische Störung"
2829,F156,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Amnestisches Syndrom"
2830,F157,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Restzustand und verzögert auftretende psychotische Störung"
2831,F158,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Sonstige psychische und Verhaltensstörungen"
2832,F159,"Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Nicht näher bezeichnete psychische und Verhaltensstörung"
2833,F16,Psychische und Verhaltensstörungen durch Halluzinogene
2834,F160,Psychische und Verhaltensstörungen durch Halluzinogene: Akute Intoxikation [akuter Rausch]
2835,F161,Psychische und Verhaltensstörungen durch Halluzinogene: Schädlicher Gebrauch
2836,F162,Psychische und Verhaltensstörungen durch Halluzinogene: Abhängigkeitssyndrom
2837,F163,Psychische und Verhaltensstörungen durch Halluzinogene: Entzugssyndrom
2838,F164,Psychische und Verhaltensstörungen durch Halluzinogene: Entzugssyndrom mit Delir
2839,F165,Psychische und Verhaltensstörungen durch Halluzinogene: Psychotische Störung
2840,F166,Psychische und Verhaltensstörungen durch Halluzinogene: Amnestisches Syndrom
2841,F167,Psychische und Verhaltensstörungen durch Halluzinogene: Restzustand und verzögert auftretende psychotische Störung
2842,F168,Psychische und Verhaltensstörungen durch Halluzinogene: Sonstige psychische und Verhaltensstörungen
2843,F169,Psychische und Verhaltensstörungen durch Halluzinogene: Nicht näher bezeichnete psychische und Verhaltensstörung
2844,F17,Psychische und Verhaltensstörungen durch Tabak
2845,F170,Psychische und Verhaltensstörungen durch Tabak: Akute Intoxikation [akuter Rausch]
2846,F171,Psychische und Verhaltensstörungen durch Tabak: Schädlicher Gebrauch
2847,F172,Psychische und Verhaltensstörungen durch Tabak: Abhängigkeitssyndrom
2848,F173,Psychische und Verhaltensstörungen durch Tabak: Entzugssyndrom
2849,F174,Psychische und Verhaltensstörungen durch Tabak: Entzugssyndrom mit Delir
2850,F175,Psychische und Verhaltensstörungen durch Tabak: Psychotische Störung
2851,F176,Psychische und Verhaltensstörungen durch Tabak: Amnestisches Syndrom
2852,F177,Psychische und Verhaltensstörungen durch Tabak: Restzustand und verzögert auftretende psychotische Störung
2853,F178,Psychische und Verhaltensstörungen durch Tabak: Sonstige psychische und Verhaltensstörungen
2854,F179,Psychische und Verhaltensstörungen durch Tabak: Nicht näher bezeichnete psychische und Verhaltensstörung
2855,F18,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel
2856,F180,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Akute Intoxikation [akuter Rausch]
2857,F181,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Schädlicher Gebrauch
2858,F182,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Abhängigkeitssyndrom
2859,F183,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Entzugssyndrom
2860,F184,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Entzugssyndrom mit Delir
2861,F185,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Psychotische Störung
2862,F186,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Amnestisches Syndrom
2863,F187,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Restzustand und verzögert auftretende psychotische Störung
2864,F188,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Sonstige psychische und Verhaltensstörungen
2865,F189,Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Nicht näher bezeichnete psychische und Verhaltensstörung
2866,F19,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen
2867,F190,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Akute Intoxikation [akuter Rausch]
2868,F191,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Schädlicher Gebrauch
2869,F192,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Abhängigkeitssyndrom
2870,F193,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Entzugssyndrom
2871,F194,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Entzugssyndrom mit Delir
2872,F195,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Psychotische Störung
2873,F196,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Amnestisches Syndrom
2874,F197,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Restzustand und verzögert auftretende psychotische Störung
2875,F198,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Sonstige psychische und Verhaltensstörungen
2876,F199,Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Nicht näher bezeichnete psychische und Verhaltensstörung
2877,F20,Schizophrenie
2878,F200,Paranoide Schizophrenie
2879,F201,Hebephrene Schizophrenie
2880,F202,Katatone Schizophrenie
2881,F203,Undifferenzierte Schizophrenie
2882,F204,Postschizophrene Depression
2883,F205,Schizophrenes Residuum
2884,F206,Schizophrenia simplex
2885,F208,Sonstige Schizophrenie
2886,F209,"Schizophrenie, nicht näher bezeichnet"
2887,F21,Schizotype Störung
2888,F22,Anhaltende wahnhafte Störungen
2889,F220,Wahnhafte Störung
2890,F228,Sonstige anhaltende wahnhafte Störungen
2891,F229,"Anhaltende wahnhafte Störung, nicht näher bezeichnet"
2892,F23,Akute vorübergehende psychotische Störungen
2893,F230,Akute polymorphe psychotische Störung ohne Symptome einer Schizophrenie
2894,F231,Akute polymorphe psychotische Störung mit Symptomen einer Schizophrenie
2895,F232,Akute schizophreniforme psychotische Störung
2896,F233,Sonstige akute vorwiegend wahnhafte psychotische Störungen
2897,F238,Sonstige akute vorübergehende psychotische Störungen
2898,F239,"Akute vorübergehende psychotische Störung, nicht näher bezeichnet"
2899,F24,Induzierte wahnhafte Störung
2900,F25,Schizoaffektive Störungen
2901,F250,"Schizoaffektive Störung, gegenwärtig manisch"
2902,F251,"Schizoaffektive Störung, gegenwärtig depressiv"
2903,F252,Gemischte schizoaffektive Störung
2904,F258,Sonstige schizoaffektive Störungen
2905,F259,"Schizoaffektive Störung, nicht näher bezeichnet"
2906,F28,Sonstige nichtorganische psychotische Störungen
2907,F29,Nicht näher bezeichnete nichtorganische Psychose
